Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1772.20,11.03,9812.03,2.96,5.13,13.39,60.59,392201.60,8.09,12.06,1.12,1.96,1.90,-4.97,76490.38,1.96,-1.58,22.34,26718.81,8.21,1.29,-4.57,120.10,1.80,8.21,1.12,149145.43,36.85,-0.10,133822.12,49524.20,-18.35,49542.19,1170.32,48371.87,24587.32,23748.21,-36.34,159.71,0.00,76330.67,243488.06,112366.59,707514.96,193848.95,173833.25,54959.49,27336.67,1313.84,53673.53,19199.53,-62113.25,-63828.56,-7986.54,70191.31,283697.54
Bajaj Hindusthan,500032,BAJAJHIND,INE306A01021,Agricultural Food & other Products,Sugar,19.46,1.15,-46.06,-0.16,0.87,-0.54,-0.34,3312.72,1.04,26.57,0.44,2.14,0.87,8.14,3801.07,2.14,0.38,-133.69,4946.72,3.69,1.25,16.57,314.91,0.00,3.69,0.28,5339.71,5.20,-11.52,5574.76,290.16,8.27,308.10,215.54,92.56,102.90,-20.01,-9.67,127.74,13.43,3673.33,3483.25,77.96,12493.72,1790.80,4080.94,277.88,38.56,215.25,82.43,-44.44,280.39,290.63,19.54,-280.72,4644.92
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,91.07,9.55,2487.94,2.35,4.44,13.46,2.97,94061.28,5.73,17.36,0.79,1.49,7.05,-4.94,21180.34,1.49,-1.73,43.49,-5.18,4.63,1.67,-4.45,112.44,0.00,4.63,0.79,10764.45,90.84,0.00,9575.61,8795.04,-2.37,8795.39,41.15,8754.24,5981.29,2770.23,-2.72,8328.66,0.00,12851.68,78270.24,3801.68,115976.47,557.53,706.31,9778.23,6548.36,45.90,9735.39,2477.83,-17074.87,-17110.54,-797.55,17870.19,75899.55
Bajel Projects,544042,BAJEL,INE0KQN01018,Electrical Equipment,Heavy Electrical Equipment,182.20,12.11,15.89,0.90,0.16,2.50,0.95,112.82,4.46,18.50,1.22,1.37,0.82,,705.82,1.37,,7.30,382.84,2.56,3.80,30.49,467.30,0.00,2.56,1.10,2585.23,3.18,-0.01,2598.24,65.82,30.90,96.65,12.68,83.97,60.06,23.98,0.07,23.12,0.00,682.70,100.00,40.01,1993.97,1522.04,1252.22,82.19,66.06,18.70,90.32,10.96,69.13,34.77,-128.13,68.07,2107.53
Bal Pharma,524824,BALPHARMA,INE083D01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,75.92,10.10,8.12,2.21,1.98,9.66,5.10,154.88,8.27,8.29,1.07,1.32,0.39,-128.42,78.33,1.32,-0.75,21.39,111.61,4.23,2.02,5.95,67.98,26.46,4.23,0.58,309.46,9.36,0.00,303.06,29.76,2.20,31.96,9.77,22.19,17.05,5.14,0.00,15.92,0.00,62.41,144.61,5.77,349.37,245.01,228.90,28.97,16.71,10.20,22.02,8.13,20.32,1.53,-14.92,-7.84,121.00
Balaji Telefilms,532382,BALAJITELE,INE794B01026,Entertainment,Media & Entertainment,100.69,-1.35,58.83,11.05,0.04,15.80,4.93,25.36,-4.44,-25.69,3.03,-42.59,5.35,53.10,649.85,-42.59,0.08,0.30,381.76,1.15,4.04,23.71,-50.21,0.00,1.15,1.96,229.47,-29.50,-0.48,453.09,-13.73,14.44,-0.37,7.53,-7.90,3.37,-10.19,1.08,24.00,0.00,625.85,7.13,0.65,830.30,539.87,178.17,-67.69,1.30,6.82,-55.37,58.55,51.73,51.54,-136.63,58.01,1226.71
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,181.90,7.82,1007.32,1.49,6.76,11.88,6.25,166192.70,6.41,15.61,3.43,1.12,1.35,7.29,24582.20,1.12,-3.60,60.54,10798.06,7.50,0.79,10.65,142.63,8.80,7.50,3.43,21694.54,43.89,-0.76,21948.23,11393.53,2966.60,14360.15,279.20,14080.95,10457.65,3623.28,-0.02,1610.97,0.00,22971.23,11138.49,151212.50,195010.56,13548.91,3947.52,9522.44,10904.55,0.00,12185.39,1007.32,2752.33,2466.15,-3878.72,-5474.65,29323.85
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,273.99,6.29,19465.34,1.18,10.45,15.53,37.64,1715878.97,5.93,16.87,2.19,1.32,1.07,-1354.69,164215.55,1.32,-8.80,82.24,118977.69,12.00,0.54,4.06,26.03,20.87,12.00,2.19,132604.32,62.61,0.00,127944.77,82411.47,24939.37,107311.19,1466.95,105844.24,78264.92,27618.97,39.65,1035.53,0.00,163180.02,135812.77,1496687.96,1971174.26,196588.84,89651.16,83027.27,81356.92,0.00,107155.94,19644.99,34891.58,28978.88,-6493.92,3790.22,141653.98
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,147.51,6.17,10195.54,0.94,11.54,12.35,21.57,996990.99,6.14,16.29,2.72,1.27,0.90,40.06,86398.89,1.27,-9.90,104.37,75584.27,12.27,0.52,3.62,23.89,19.31,12.27,2.72,74518.88,71.15,0.00,71307.71,50651.34,9317.43,59765.77,603.56,59162.21,46594.18,12771.03,203.00,4553.41,0.00,81845.48,123869.46,819805.98,1120713.40,100869.53,37152.25,53019.58,49687.55,0.00,63230.95,9822.68,18534.45,17861.35,-854.48,34.24,67174.63
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,79.75,6.03,7016.86,1.76,11.61,22.66,9.12,385771.82,5.58,17.91,4.11,1.50,2.09,27.57,33224.64,1.50,-4.06,54.98,29304.26,11.99,0.66,-5.41,29.99,24.12,11.99,4.11,29281.74,68.07,0.00,29281.74,19933.36,3541.98,23475.34,0.00,23475.34,15616.15,7859.19,0.00,7691.56,0.00,25533.08,23852.52,307120.30,427471.39,34817.40,8474.93,19933.36,15616.15,0.00,23475.34,7016.86,-11336.03,-11741.50,-506.16,-2607.12,61324.40
Bannari Amm Spg.,532674,BASML,INE186H01022,Textiles & Apparels,Other Textile Products,23.00,4.49,16.68,0.66,0.96,1.82,1.78,449.06,10.51,6.72,1.14,1.54,0.21,8.05,468.48,1.54,-1.17,62.46,581.80,2.69,2.09,8.02,50.14,0.00,2.69,0.57,875.13,9.89,0.00,887.36,64.77,11.49,67.22,25.89,41.33,45.02,5.35,9.04,39.96,0.00,428.52,454.65,12.60,1010.33,465.19,409.07,86.57,42.91,27.13,66.02,14.21,22.82,-1.18,54.12,-81.62,183.00
Bartronics India,532694,ASMS,INE855F01042,IT - Services,IT Enabled Services,8.30,1.42,3.99,0.80,0.01,0.91,0.16,0.17,1.21,80.07,0.82,,3.21,-88.09,29.69,,0.01,0.10,-0.49,1.10,15.32,-99.94,102.80,0.00,1.10,0.82,78.48,3.02,-1.87,40.04,-0.26,2.76,0.44,0.05,0.39,0.05,2.40,2.06,30.46,0.00,-0.77,0.18,0.00,34.73,3.50,4.26,2.37,0.00,0.09,3.04,4.83,-2.52,1.20,-0.50,0.18,251.85
Bedmutha Indus.,533270,BEDMUTHA,INE844K01012,Industrial Products,Iron & Steel Products,114.00,16.67,-6.06,3.92,1.52,18.01,-1.88,214.34,5.76,10.39,1.45,0.84,0.28,6.81,141.05,0.84,0.11,8.64,335.01,4.20,3.75,3.34,-93.44,0.00,4.20,1.20,1312.83,3.51,0.00,1048.90,33.54,46.68,79.33,19.50,59.83,35.90,24.82,0.89,32.26,121.36,108.79,79.95,16.00,625.35,394.44,272.02,46.06,38.26,22.29,32.26,-6.06,108.95,53.50,-55.60,-51.97,364.41
Bengal & Assam,533095,BENGALASM,INE083K01017,Finance,Non Banking Financial Company (NBFC),6300.00,4.22,850.12,6.81,0.05,7.64,743.54,559.40,6.23,14.05,2.57,9.72,3.20,8.72,10210.79,9.72,1.84,0.74,1034.66,1.12,2.57,24.63,45.14,7.78,1.12,1.49,2267.75,18.61,0.00,2187.14,460.42,52.11,494.72,68.46,426.26,43.86,400.21,17.81,11.40,0.00,10199.39,419.86,136.05,11825.91,881.36,342.62,422.02,49.99,65.42,486.13,870.27,294.36,267.05,-286.13,38.92,7250.09
BF Investment,533303,BFINVEST,INE878K01010,Finance,Holding Company,418.15,4.62,164.45,3.08,0.00,3.39,43.66,0.00,19.60,5.07,72.69,,23.99,157.22,7082.61,,4.90,0.00,496.78,1.04,1.77,73.84,17.54,0.00,1.04,72.69,65.36,43.16,0.00,62.74,55.54,247.21,302.75,0.43,302.32,0.00,302.32,0.00,18.83,0.00,7063.78,0.00,0.00,7797.62,489.20,6.73,28.21,0.00,0.32,218.39,164.44,21.24,21.21,-49.06,0.00,1568.30
BF Utilities,532430,BFUTILITIE,INE243D01012,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",572.00,29.88,145.12,13.80,4.62,112.97,38.86,931.77,19.92,4.49,1.48,5.04,2.57,5.53,201.55,5.04,0.30,2.76,1553.97,12.03,2.75,3.99,50.95,0.00,12.03,0.77,836.84,74.02,0.00,836.84,619.42,24.80,639.87,70.31,569.56,113.07,460.84,4.35,18.83,97.90,182.72,781.86,52.01,2426.92,566.81,382.61,619.42,113.07,70.31,569.56,337.85,539.86,507.09,-44.79,-486.86,2152.27
BGR Energy Sys.,532930,BGRENERGY,INE661I01014,Construction,Civil Construction,300.10,-25.01,-850.52,-21.40,,,-117.86,3998.36,-6.88,-15.01,1.73,-0.96,5.67,-4.63,-1934.90,-0.96,-1.99,-4.11,1965.49,-2.82,0.39,-1.16,-11.17,0.00,-2.82,1.72,379.64,-171.54,0.00,452.48,-566.08,205.52,-356.90,12.94,-369.84,599.60,-973.10,-3.66,72.16,0.00,-2007.06,3036.72,434.53,4455.87,3984.81,2306.84,-651.25,434.45,12.70,-419.04,-853.49,-1857.43,-1855.76,1.67,1883.39,2153.82
